,PassengerId,Survived
0,892,0.10067895146780628
1,893,0.372259813903411
2,894,0.11896645452790792
3,895,0.09357351703824249
4,896,0.5516394475901467
5,897,0.14575482242525956
6,898,0.6642673549534042
7,899,0.19859747908256392
8,900,0.7775782661165098
9,901,0.08373745850800296
10,902,0.08721964957561483
11,903,0.3253663952509496
12,904,0.9358977728969375
13,905,0.06986706221984024
14,906,0.8523798546785442
15,907,0.8902390236418785
16,908,0.2771461214302739
17,909,0.17329013282059286
18,910,0.5622987586910525
19,911,0.5518175578063091
20,912,0.3148380610227068
21,913,0.14045788661786338
22,914,0.9372212416435599
23,915,0.6170345187199288
24,916,0.8148340976304445
25,917,0.034335724170167205
26,918,0.9583722583549902
27,919,0.16514090554617164
28,920,0.36912787608013015
29,921,0.09748715482423877
30,922,0.11043917122573642
31,923,0.22128316746148574
32,924,0.3883323146255529
33,925,0.4446235097243661
34,926,0.5470335361785329
35,927,0.18757304472310338
36,928,0.6052474789237121
37,929,0.6591003637768752
38,930,0.10033937528551669
39,931,0.08721964957561483
40,932,0.07623253434870253
41,933,0.48197246286937745
42,934,0.056685341179560964
43,935,0.8266101458753516
44,936,0.8618442601540117
45,937,0.10033937528551669
46,938,0.446653907854847
47,939,0.12162620478562461
48,940,0.8703625350318089
49,941,0.4028989253260774
50,942,0.4860622820158762
51,943,0.3672508389457115
52,944,0.7954483293388994
53,945,0.8403843973050519
54,946,0.34947855132688277
55,947,0.10094898514615767
56,948,0.0704383714600123
57,949,0.10033937528551669
58,950,0.0741276827303643
59,951,0.9443705181089378
60,952,0.13190181636201978
61,953,0.22905526363699372
62,954,0.1275386893523117
63,955,0.7294002817864789
64,956,0.5488367175328593
65,957,0.8426057386068849
66,958,0.7588139878646978
67,959,0.31694018416371045
68,960,0.5810102954549538
69,961,0.575686214249099
70,962,0.7138749562655545
71,963,0.11518355767976513
72,964,0.5866358352454811
73,965,0.6043326625656715
74,966,0.9463665399725099
75,967,0.5668338364685876
76,968,0.08721964957561483
77,969,0.7802794805750937
78,970,0.24299108272645206
79,971,0.7138749562655545
80,972,0.19844327262411324
81,973,0.15215706489632613
82,974,0.3004465201588294
83,975,0.08721964957561483
84,976,0.32590768543829013
85,977,0.11419587871942426
86,978,0.6896159027570442
87,979,0.6846538303131334
88,980,0.6896159027570442
89,981,0.3852209149286674
90,982,0.6091532864658827
91,983,0.08721964957561483
92,984,0.8863013854022886
93,985,0.08721964957561483
94,986,0.6361821163260445
95,987,0.10033937528551669
96,988,0.6530549452490143
97,989,0.08721964957561483
98,990,0.6677307215122582
99,991,0.07567108635769136
100,992,0.9156270859094635
101,993,0.23195992523822476
102,994,0.12162620478562461
103,995,0.09690374568497591
104,996,0.7141391988222671
105,997,0.09034628678715725
106,998,0.15870338036354448
107,999,0.12162620478562461
108,1000,0.08721964957561483
109,1001,0.33362000632030364
110,1002,0.2525325299580218
111,1003,0.6896159027570442
112,1004,0.9443705181089378
113,1005,0.7552594061047768
114,1006,0.756754013837137
115,1007,0.1647346371795979
116,1008,0.1333452596243708
117,1009,0.7347737814779408
118,1010,0.5333664284170908
119,1011,0.8058959860066683
120,1012,0.9052971018833464
121,1013,0.1039578938530757
122,1014,0.9366464630216699
123,1015,0.09034628678715725
124,1016,0.12162620478562461
125,1017,0.6404773026017999
126,1018,0.11130254261803949
127,1019,0.609345263579356
128,1020,0.16795800710997566
129,1021,0.10388280044094153
130,1022,0.07841929941320193
131,1023,0.3720547327827344
132,1024,0.3732143266445012
133,1025,0.11419587871942426
134,1026,0.05269066575706919
135,1027,0.10388280044094153
136,1028,0.14491294614870529
137,1029,0.27254585803629533
138,1030,0.6415239353246273
139,1031,0.012507262674334472
140,1032,0.43220298883654984
141,1033,0.9221118913247461
142,1034,0.15201564275211116
143,1035,0.2574915816810586
144,1036,0.36017340299856254
145,1037,0.049453054640177116
146,1038,0.48197246286937745
147,1039,0.11130254261803949
148,1040,0.48197246286937745
149,1041,0.17513111894463157
150,1042,0.9568026464767782
151,1043,0.1333452596243708
152,1044,0.027502528173771516
153,1045,0.4028989253260774
154,1046,0.051657392359275196
155,1047,0.10388280044094153
156,1048,0.9325162338060836
157,1049,0.6415239353246273
158,1050,0.36017340299856254
159,1051,0.4982787193010453
160,1052,0.6896159027570442
161,1053,0.19236680140222043
162,1054,0.8476641437321031
163,1055,0.08721964957561483
164,1056,0.17342902233685506
165,1057,0.513169636615516
166,1058,0.4182030874360533
167,1059,0.06011054600669103
168,1060,0.9600619861260483
169,1061,0.6503632182894011
170,1062,0.08721964957561483
171,1063,0.14253462252553267
172,1064,0.0917011967490482
173,1065,0.1333452596243708
174,1066,0.015790937983047613
175,1067,0.8413955911794326
176,1068,0.8752618276102108
177,1069,0.32323483157072425
178,1070,0.6503342281781328
179,1071,0.7818784304784051
180,1072,0.24299108272645206
181,1073,0.4210836714384757
182,1074,0.946560509856442
183,1075,0.12162620478562461
184,1076,0.9408290110028206
185,1077,0.17903990108596476
186,1078,0.8420016060848294
187,1079,0.09638869965246653
188,1080,0.18837710146324013
189,1081,0.17903990108596476
190,1082,0.18727142513777478
191,1083,0.48197246286937745
192,1084,0.11056305132902727
193,1085,0.1230776932450835
194,1086,0.3188783553214199
195,1087,0.07567108635769136
196,1088,0.6942991386104047
197,1089,0.6846538303131334
198,1090,0.2961311913932508
199,1091,0.6052474789237121
200,1092,0.6896159027570442
201,1093,0.15279562680270145
202,1094,0.38499871038184075
203,1095,0.8806695124439357
204,1096,0.28027609086344035
205,1097,0.5997023934738589
206,1098,0.6198971735685525
207,1099,0.2881387323471018
208,1100,0.9501575098760645
209,1101,0.10033937528551669
210,1102,0.07841929941320193
211,1103,0.08721964957561483
212,1104,0.34663125827130464
213,1105,0.5561033457833966
214,1106,0.2353705174773509
215,1107,0.36017340299856254
216,1108,0.6896159027570442
217,1109,0.1725410799403973
218,1110,0.8673057924275743
219,1111,0.08721964957561483
220,1112,0.8654455622176774
221,1113,0.11518355767976513
222,1114,0.8665742957995888
223,1115,0.11518355767976513
224,1116,0.8979570905468157
225,1117,0.6060718357728002
226,1118,0.1075364022850797
227,1119,0.6896159027570442
228,1120,0.05772762853872706
229,1121,0.20290117909534927
230,1122,0.37333746268890616
231,1123,0.9495598901587026
232,1124,0.0983463648202727
233,1125,0.12162620478562461
234,1126,0.4602908136716022
235,1127,0.11918175156178219
236,1128,0.24499977064607625
237,1129,0.1788974906628153
238,1130,0.8337263143953716
239,1131,0.8994478863933523
240,1132,0.8906527256228984
241,1133,0.6245959946478221
242,1134,0.3480688118560809
243,1135,0.08721964957561483
244,1136,0.04752253701314077
245,1137,0.32897122885861574
246,1138,0.8665742957995888
247,1139,0.11779193424874859
248,1140,0.8058959860066683
249,1141,0.6741165863031686
250,1142,0.884523396748271
251,1143,0.11918175156178219
252,1144,0.5755780407795051
253,1145,0.10388280044094153
254,1146,0.07703396108612624
255,1147,0.08721964957561483
256,1148,0.12162620478562461
257,1149,0.09034628678715725
258,1150,0.879420905600048
259,1151,0.11518355767976513
260,1152,0.05652782189274348
261,1153,0.11518355767976513
262,1154,0.7553822425565199
263,1155,0.7347737814779408
264,1156,0.34074328825396005
265,1157,0.08721964957561483
266,1158,0.48197246286937745
267,1159,0.08721964957561483
268,1160,0.6052474789237121
269,1161,0.13190181636201978
270,1162,0.4371218553381581
271,1163,0.12162620478562461
272,1164,0.9544114875300241
273,1165,0.6505465658161039
274,1166,0.1333452596243708
275,1167,0.8546347308964654
276,1168,0.2574915816810586
277,1169,0.15449824867437328
278,1170,0.21194652443562143
279,1171,0.30425059362209406
280,1172,0.6415239353246273
281,1173,0.15849105741252043
282,1174,0.6896159027570442
283,1175,0.7660488820444076
284,1176,0.7271732942695872
285,1177,0.06794922885339805
286,1178,0.08721964957561483
287,1179,0.4860622820158762
288,1180,0.1333452596243708
289,1181,0.08721964957561483
290,1182,0.48197246286937745
291,1183,0.6642673549534042
292,1184,0.1333452596243708
293,1185,0.1957427476492975
294,1186,0.06794922885339805
295,1187,0.09690374568497591
296,1188,0.9247881269942593
297,1189,0.09748715482423877
298,1190,0.4723300552643279
299,1191,0.08721964957561483
300,1192,0.07841929941320193
301,1193,0.34947855132688277
302,1194,0.1329321918883096
303,1195,0.10388280044094153
304,1196,0.6896159027570442
305,1197,0.7026305535699666
306,1198,0.3185182432080146
307,1199,0.18306639404284428
308,1200,0.18385854540561436
309,1201,0.39049518170570335
310,1202,0.1275386893523117
311,1203,0.16782260943915964
312,1204,0.08721964957561483
313,1205,0.6015214911820274
314,1206,0.8906527256228984
315,1207,0.7658168884071069
316,1208,0.2984060010724931
317,1209,0.3293374477230297
318,1210,0.09357351703824249
319,1211,0.2348901984294075
320,1212,0.09690374568497591
321,1213,0.1522460134995495
322,1214,0.27254585803629533
323,1215,0.4435547272596544
324,1216,0.9037395753892032
325,1217,0.1075364022850797
326,1218,0.8412152021669655
327,1219,0.4371218553381581
328,1220,0.21847417191670138
329,1221,0.31249378008999856
330,1222,0.5970401849030967
331,1223,0.5044273107811252
332,1224,0.1333452596243708
333,1225,0.6898928168785677
334,1226,0.09357351703824249
335,1227,0.4723300552643279
336,1228,0.22905526363699372
337,1229,0.06116126868712053
338,1230,0.28027609086344035
339,1231,0.1333452596243708
340,1232,0.3379301933658704
341,1233,0.07841929941320193
342,1234,0.009442330973479816
343,1235,0.8513227626261055
344,1236,0.05944577013977419
345,1237,0.70110084060143
346,1238,0.27254585803629533
347,1239,0.6174120254595976
348,1240,0.2881387323471018
349,1241,0.8210002598999234
350,1242,0.9044332677907911
351,1243,0.28027609086344035
352,1244,0.3379301933658704
353,1245,0.07443166229295736
354,1246,0.693089464176977
355,1247,0.2923859731785193
356,1248,0.752630192197851
357,1249,0.08721964957561483
358,1250,0.12162620478562461
359,1251,0.5335848709594178
360,1252,0.024708562084110586
361,1253,0.8649150420748458
362,1254,0.8210002598999234
363,1255,0.09357351703824249
364,1256,0.9560639944492415
365,1257,0.13266234711564542
366,1258,0.11419587871942426
367,1259,0.6503632182894011
368,1260,0.9044332677907911
369,1261,0.34947855132688277
370,1262,0.2758047252065425
371,1263,0.9536936342460411
372,1264,0.3004465201588294
373,1265,0.1574305044266777
374,1266,0.7766711117007173
375,1267,0.9230083495920698
376,1268,0.5663250284535942
377,1269,0.31249378008999856
378,1270,0.2540586571758199
379,1271,0.06908244284239388
380,1272,0.12162620478562461
381,1273,0.13456730399213984
382,1274,0.6052474789237121
383,1275,0.6363852406236303
384,1276,0.2501713305807389
385,1277,0.7583955475470083
386,1278,0.10388280044094153
387,1279,0.10156620077000922
388,1280,0.15870338036354448
389,1281,0.09742381203435348
390,1282,0.5398572281150121
391,1283,0.8233495306030149
392,1284,0.09952120538802389
393,1285,0.1426531154511131
394,1286,0.04248590110080344
395,1287,0.946560509856442
396,1288,0.14382690673851226
397,1289,0.8759525133949488
398,1290,0.11130254261803949
399,1291,0.11360623440993535
400,1292,0.9300428624075129
401,1293,0.16486803708074974
402,1294,0.9583722583549902
403,1295,0.5966863892211977
404,1296,0.4221927996503708
405,1297,0.43205587944540497
406,1298,0.26063493606714055
407,1299,0.3055945930639018
408,1300,0.6896159027570442
409,1301,0.7194381679253314
410,1302,0.6896159027570442
411,1303,0.9248990398123159
412,1304,0.5959761739262606
413,1305,0.08721964957561483
414,1306,0.9379554988956575
415,1307,0.06207915005792599
416,1308,0.08721964957561483
417,1309,0.09236969594895657
